iter	Passed	Remaining
455	844	1007
456	845	1004
457	848	1003
458	849	1001
459	850	998
460	851	996
461	852	993
462	854	990
463	855	988
464	856	985
465	857	982
466	858	979
467	859	977
468	862	976
469	863	973
470	864	970
471	864	967
472	865	964
473	866	961
474	868	959
475	869	956
476	870	954
477	871	951
478	872	948
479	873	946
480	874	943
481	877	942
482	877	939
483	878	936
484	879	934
485	880	931
486	881	928
487	882	926
488	883	923
489	884	920
490	885	918
491	887	915
492	888	913
493	889	911
494	891	909
495	892	907
496	893	904
497	894	901
498	895	899
499	896	896
500	897	893
501	898	891
502	899	888
503	900	886
504	901	883
505	902	881
506	903	878
507	906	878
508	908	876
509	909	873
510	910	871
511	911	868
512	912	866
513	913	863
514	914	861
515	915	858
516	916	856
517	917	853
518	918	851
519	919	848
520	921	847
521	923	845
522	923	842
523	924	840
524	926	837
525	927	835
526	928	833
527	929	830
528	930	828
529	931	825
530	932	823
531	933	821
532	936	820
533	937	818
534	938	815
535	939	813
536	940	811
537	941	808
538	942	806
539	943	803
540	944	801
541	945	799
542	947	797
543	948	794
544	949	792
545	952	791
546	953	789
547	954	787
548	955	785
549	956	782
550	958	780
551	959	778
552	960	776
553	961	774
554	962	771
555	963	769
556	965	768
557	967	766
558	968	763
559	969	761
560	970	759
561	971	756
562	972	754
563	973	752
564	974	750
565	975	748
566	976	745
567	977	743
568	978	741
569	981	740
570	982	738
571	983	735
572	984	733
573	985	731
574	986	728
575	987	726
576	988	724
577	989	722
578	990	720
579	991	718
580	992	715
581	993	713
582	996	712
583	997	710
584	998	708
585	999	705
586	1000	703
587	1001	701
588	1002	699
589	1003	697
590	1004	695
591	1005	693
592	1007	691
593	1007	688
594	1010	687
595	1011	685
596	1012	683
597	1013	681
598	1014	679
599	1015	677
600	1017	675
601	1018	673
602	1019	671
603	1020	668
604	1021	666
605	1022	664
606	1023	662
607	1026	661
608	1027	659
609	1028	657
610	1029	655
611	1030	653
612	1032	651
613	1033	649
614	1034	647
615	1036	645
616	1037	644
617	1041	643
618	1043	642
619	1045	640
620	1049	640
621	1051	638
622	1052	636
623	1054	635
624	1057	634
625	1059	632
626	1060	630
627	1062	629
628	1063	627
629	1064	625
630	1065	623
631	1066	620
632	1067	618
633	1068	616
634	1072	616
635	1073	614
636	1075	612
637	1076	610
638	1077	608
639	1079	607
640	1080	605
641	1082	603
642	1083	601
643	1084	599
644	1085	597
645	1087	595
646	1089	594
647	1090	592
648	1092	591
649	1094	589
650	1096	587
651	1097	585
652	1099	584
653	1101	582
654	1102	580
655	1103	578
656	1104	576
657	1105	574
658	1107	572
659	1108	570
660	1109	568
661	1110	566
662	1113	565
663	1115	564
664	1116	562
665	1118	560
666	1119	559
667	1122	557
668	1123	556
669	1125	554
670	1126	552
671	1129	551
672	1130	549
673	1131	547
674	1133	545
675	1135	544
676	1136	542
677	1137	540
678	1138	538
679	1140	536
680	1141	534
681	1144	533
682	1145	531
683	1147	530
684	1148	528
685	1150	526
686	1151	524
687	1152	522
688	1153	520
689	1155	519
690	1156	517
691	1159	515
692	1164	515
693	1165	514
694	1167	512
695	1169	510
696	1170	508
697	1171	506
698	1172	505
699	1177	504
700	1179	502
701	1180	501
702	1181	499
703	1183	497
704	1184	495
705	1186	494
706	1188	492
707	1191	491
708	1192	489
709	1194	487
710	1195	486
711	1196	484
712	1197	482
713	1198	480
714	1199	478
715	1201	476
716	1203	474
717	1206	473
718	1207	472
719	1209	470
720	1210	468
721	1211	466
722	1212	464
723	1213	462
724	1214	460
725	1215	458
726	1216	456
727	1217	454
728	1219	453
729	1221	451
730	1223	450
731	1224	448
732	1225	446
733	1226	444
734	1228	442
735	1229	440
736	1230	438
737	1231	437
738	1231	435
739	1234	433
740	1236	432
741	1237	430
742	1238	428
743	1239	426
744	1241	425
745	1242	423
746	1243	421
747	1244	419
748	1245	417
749	1246	415
750	1248	414
751	1250	412
752	1251	410
753	1252	408
754	1253	406
755	1254	404
756	1255	403
757	1256	401
758	1257	399
759	1259	397
760	1260	395
761	1261	394
762	1264	392
763	1265	390
764	1266	389
765	1267	387
766	1268	385
767	1269	383
768	1270	381
769	1271	379
770	1272	378
771	1274	376
772	1275	374
773	1276	372
774	1279	371
775	1281	369
776	1282	368
777	1283	366
778	1284	364
779	1285	362
780	1288	361
781	1289	359
782	1290	357
783	1291	355
784	1295	354
785	1297	353
786	1299	351
787	1301	350
788	1302	348
789	1303	346
790	1304	344
791	1305	342
792	1306	341
793	1310	340
794	1312	338
795	1313	336
796	1314	334
797	1315	333
798	1316	331
799	1317	329
800	1318	327
801	1319	325
802	1320	323
803	1322	322
804	1324	320
805	1326	319
806	1327	317
807	1328	315
808	1330	314
809	1331	312
810	1332	310
811	1333	308
812	1334	307
813	1335	305
814	1336	303
815	1339	302
816	1341	300
817	1342	298
818	1343	297
819	1344	295
820	1345	293
821	1346	291
822	1348	289
823	1349	288
824	1350	286
825	1351	284
826	1352	282
827	1354	281
828	1356	279
829	1357	277
830	1358	276
831	1359	274
832	1360	272
833	1361	271
834	1362	269
835	1363	267
836	1364	265
837	1365	263
838	1366	262
839	1369	260
840	1370	259
841	1371	257
842	1373	255
843	1374	254
844	1375	252
845	1376	250
846	1377	248
847	1378	247
848	1379	245
849	1380	243
850	1381	241
851	1384	240
852	1385	238
853	1386	237
854	1387	235
855	1388	233
856	1389	231
857	1390	230
858	1391	228
859	1392	226
860	1393	224
861	1394	223
862	1395	221
863	1397	219
864	1399	218
865	1401	216
866	1402	215
867	1403	213
868	1404	211
869	1405	209
870	1406	208
871	1407	206
872	1408	204
873	1409	203
874	1410	201
875	1411	199
876	1414	198
877	1415	196
878	1416	195
879	1417	193
880	1418	191
881	1420	189
882	1421	188
883	1422	186
884	1423	185
885	1424	183
886	1425	181
887	1426	179
888	1429	178
889	1430	176
890	1431	175
891	1433	173
892	1434	171
893	1435	170
894	1436	168
895	1437	166
896	1438	165
897	1439	163
898	1440	161
899	1441	160
900	1444	158
901	1445	157
902	1446	155
903	1447	153
904	1448	152
905	1449	150
906	1450	148
907	1451	147
908	1452	145
909	1453	143
910	1454	142
911	1455	140
912	1457	138
913	1459	137
914	1460	135
915	1461	134
916	1462	132
917	1463	130
918	1464	129
919	1466	127
920	1467	125
921	1468	124
922	1469	122
923	1470	120
924	1471	119
925	1473	117
926	1474	116
927	1475	114
928	1476	112
929	1477	111
930	1478	109
931	1479	107
932	1480	106
933	1481	104
934	1482	103
935	1484	101
936	1485	99
937	1486	98
938	1489	96
939	1490	95
940	1491	93
941	1492	91
942	1493	90
943	1494	88
944	1495	87
945	1496	85
946	1497	83
947	1498	82
948	1499	80
949	1500	78
950	1504	77
951	1505	75
952	1506	74
953	1507	72
954	1508	71
955	1509	69
956	1510	67
957	1511	66
958	1512	64
959	1513	63
960	1514	61
961	1515	59
962	1519	58
963	1520	56
964	1521	55
965	1522	53
966	1523	51
967	1524	50
968	1525	48
969	1526	47
970	1527	45
971	1528	44
972	1529	42
973	1531	40
974	1533	39
975	1535	37
976	1536	36
977	1537	34
978	1538	33
979	1540	31
980	1541	29
981	1542	28
982	1543	26
983	1544	25
984	1548	23
985	1549	22
986	1550	20
987	1551	18
988	1553	17
989	1553	15
990	1554	14
991	1555	12
992	1556	10
993	1557	9
994	1558	7
995	1560	6
996	1562	4
997	1563	3
998	1565	1
999	1566	0
